
Exported from Grasshopper on 08/03/2023 14:16:57 with FabTools (by blickfeld7.com)


Radius;
0.996039;
0.990056;
0.981385;
0.970051;
0.956086;
0.93953;
0.920429;
0.898838;
0.874818;
0.848439;
0.819776;
0.788913;
0.755939;
0.720952;
0.684057;
0.645367;
0.605003;
0.563096;
0.51979;
0.475241;
0.429629;
0.383165;
0.33611;
0.288817;
0.241818;
0.196023;
0.153238;
0.117519;
0.097555;
0.103189;
0.131116;
0.170515;
0.214871;
0.261318;
0.308521;
0.355767;
