
Exported from Grasshopper on 08/09/2023 11:59:05 with FabTools (by blickfeld7.com)


Phi;
0.702805;
0.721099;
0.739418;
0.757852;
0.776491;
0.795431;
0.814771;
0.834619;
0.855093;
0.876322;
0.898453;
0.921651;
0.946105;
0.972034;
0.999693;
1.029384;
1.061462;
1.096351;
1.134558;
1.176694;
1.223492;
1.27583;
1.334753;
1.401478;
1.477381;
1.563926;
1.6625;
1.774109;
1.898903;
2.035616;
2.181153;
2.330697;
2.478537;
2.61935;
2.749283;
2.866347;
