
Exported from Grasshopper on 08/09/2023 11:59:05 with FabTools (by blickfeld7.com)


Phi;
Pi;
3.188919;
3.239643;
3.29402;
3.352276;
3.414583;
3.481035;
3.551611;
3.626148;
3.704307;
3.785559;
3.869185;
3.954309;
4.03994;
4.125053;
4.20866;
4.289883;
4.368007;
4.442505;
4.513039;
4.579448;
4.641713;
4.699928;
4.754267;
4.804955;
4.852247;
4.896414;
4.937722;
4.976435;
5.012801;
5.047057;
5.079422;
5.110099;
5.13928;
5.16714;
5.193845;
5.219553;
5.244413;
5.268572;
5.292175;
5.315369;
5.33831;
5.361166;
5.384122;
5.407392;
5.431225;
5.455906;
5.481748;
5.509017;
5.53775;
5.567482;
