
Exported from Grasshopper on 08/23/2023 14:21:57 with FabTools (by blickfeld7.com)


Phi;
4.289625;
4.248551;
4.205279;
4.159546;
4.111072;
4.059561;
4.004709;
3.946213;
3.883787;
3.817181;
3.74621;
3.670791;
3.590977;
3.507002;
3.41931;
3.328566;
3.235646;
Pi;
3.047539;
2.95462;
2.863875;
2.776183;
2.692208;
2.612395;
2.536975;
2.466004;
2.399398;
2.336972;
2.278477;
2.223625;
2.172113;
2.123639;
2.077906;
2.034634;
1.99356;
