
Exported from Grasshopper on 08/09/2023 16:57:18 with FabTools (by blickfeld7.com)


Phi;
5.284122;
5.261666;
5.238704;
5.215113;
5.190758;
5.165492;
5.13915;
5.111546;
5.08247;
5.051681;
5.018901;
4.983811;
4.94604;
4.905157;
4.860662;
4.811977;
4.758441;
4.699309;
4.63376;
4.560934;
4.479991;
4.390225;
4.291231;
4.183125;
4.066779;
3.943974;
3.81737;
3.690219;
3.565861;
3.447191;
